trial_index,trial_id,model,scenario_index,profile_id,baseline,prompt_order,repetition,raw_output,parsed_choice
11890,google/gemma-3n-e4b-it|133|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,133,belong_5,False,scenario_first,2,C,C
11891,google/gemma-3n-e4b-it|133|belong_5|False|options_first|2,google/gemma-3n-e4b-it,133,belong_5,False,options_first,2,C,C
11892,google/gemma-3n-e4b-it|134|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,134,belong_5,False,scenario_first,0,B,B
11893,google/gemma-3n-e4b-it|134|belong_5|False|options_first|0,google/gemma-3n-e4b-it,134,belong_5,False,options_first,0,B,B
11894,google/gemma-3n-e4b-it|134|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,134,belong_5,False,scenario_first,1,B,B
11895,google/gemma-3n-e4b-it|134|belong_5|False|options_first|1,google/gemma-3n-e4b-it,134,belong_5,False,options_first,1,B,B
11896,google/gemma-3n-e4b-it|134|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,134,belong_5,False,scenario_first,2,C,C
11897,google/gemma-3n-e4b-it|134|belong_5|False|options_first|2,google/gemma-3n-e4b-it,134,belong_5,False,options_first,2,B,B
11898,google/gemma-3n-e4b-it|135|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,135,belong_5,False,scenario_first,0,B,B
11899,google/gemma-3n-e4b-it|135|belong_5|False|options_first|0,google/gemma-3n-e4b-it,135,belong_5,False,options_first,0,B,B
11900,google/gemma-3n-e4b-it|135|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,135,belong_5,False,scenario_first,1,B,B
11901,google/gemma-3n-e4b-it|135|belong_5|False|options_first|1,google/gemma-3n-e4b-it,135,belong_5,False,options_first,1,B,B
11902,google/gemma-3n-e4b-it|135|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,135,belong_5,False,scenario_first,2,B,B
11903,google/gemma-3n-e4b-it|135|belong_5|False|options_first|2,google/gemma-3n-e4b-it,135,belong_5,False,options_first,2,B,B
11904,google/gemma-3n-e4b-it|136|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,136,belong_5,False,scenario_first,0,B,B
11905,google/gemma-3n-e4b-it|136|belong_5|False|options_first|0,google/gemma-3n-e4b-it,136,belong_5,False,options_first,0,B,B
11906,google/gemma-3n-e4b-it|136|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,136,belong_5,False,scenario_first,1,B,B
11907,google/gemma-3n-e4b-it|136|belong_5|False|options_first|1,google/gemma-3n-e4b-it,136,belong_5,False,options_first,1,B,B
11908,google/gemma-3n-e4b-it|136|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,136,belong_5,False,scenario_first,2,B,B
11909,google/gemma-3n-e4b-it|136|belong_5|False|options_first|2,google/gemma-3n-e4b-it,136,belong_5,False,options_first,2,B,B
11910,google/gemma-3n-e4b-it|137|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,137,belong_5,False,scenario_first,0,B,B
11911,google/gemma-3n-e4b-it|137|belong_5|False|options_first|0,google/gemma-3n-e4b-it,137,belong_5,False,options_first,0,B,B
11912,google/gemma-3n-e4b-it|137|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,137,belong_5,False,scenario_first,1,B,B
11913,google/gemma-3n-e4b-it|137|belong_5|False|options_first|1,google/gemma-3n-e4b-it,137,belong_5,False,options_first,1,B,B
11914,google/gemma-3n-e4b-it|137|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,137,belong_5,False,scenario_first,2,B,B
11915,google/gemma-3n-e4b-it|137|belong_5|False|options_first|2,google/gemma-3n-e4b-it,137,belong_5,False,options_first,2,B,B
11916,google/gemma-3n-e4b-it|138|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,138,belong_5,False,scenario_first,0,B,B
11917,google/gemma-3n-e4b-it|138|belong_5|False|options_first|0,google/gemma-3n-e4b-it,138,belong_5,False,options_first,0,B,B
11918,google/gemma-3n-e4b-it|138|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,138,belong_5,False,scenario_first,1,B,B
11919,google/gemma-3n-e4b-it|138|belong_5|False|options_first|1,google/gemma-3n-e4b-it,138,belong_5,False,options_first,1,B,B
11920,google/gemma-3n-e4b-it|138|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,138,belong_5,False,scenario_first,2,B,B
11921,google/gemma-3n-e4b-it|138|belong_5|False|options_first|2,google/gemma-3n-e4b-it,138,belong_5,False,options_first,2,B,B
11922,google/gemma-3n-e4b-it|139|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,139,belong_5,False,scenario_first,0,C,C
11923,google/gemma-3n-e4b-it|139|belong_5|False|options_first|0,google/gemma-3n-e4b-it,139,belong_5,False,options_first,0,A,A
11924,google/gemma-3n-e4b-it|139|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,139,belong_5,False,scenario_first,1,C,C
11925,google/gemma-3n-e4b-it|139|belong_5|False|options_first|1,google/gemma-3n-e4b-it,139,belong_5,False,options_first,1,A,A
11926,google/gemma-3n-e4b-it|139|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,139,belong_5,False,scenario_first,2,C,C
11927,google/gemma-3n-e4b-it|139|belong_5|False|options_first|2,google/gemma-3n-e4b-it,139,belong_5,False,options_first,2,A,A
11928,google/gemma-3n-e4b-it|140|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,140,belong_5,False,scenario_first,0,C,C
11929,google/gemma-3n-e4b-it|140|belong_5|False|options_first|0,google/gemma-3n-e4b-it,140,belong_5,False,options_first,0,B,B
11930,google/gemma-3n-e4b-it|140|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,140,belong_5,False,scenario_first,1,C,C
11931,google/gemma-3n-e4b-it|140|belong_5|False|options_first|1,google/gemma-3n-e4b-it,140,belong_5,False,options_first,1,B,B
11932,google/gemma-3n-e4b-it|140|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,140,belong_5,False,scenario_first,2,C,C
11933,google/gemma-3n-e4b-it|140|belong_5|False|options_first|2,google/gemma-3n-e4b-it,140,belong_5,False,options_first,2,B,B
11934,google/gemma-3n-e4b-it|141|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,141,belong_5,False,scenario_first,0,B,B
11935,google/gemma-3n-e4b-it|141|belong_5|False|options_first|0,google/gemma-3n-e4b-it,141,belong_5,False,options_first,0,A,A
11936,google/gemma-3n-e4b-it|141|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,141,belong_5,False,scenario_first,1,B,B
11937,google/gemma-3n-e4b-it|141|belong_5|False|options_first|1,google/gemma-3n-e4b-it,141,belong_5,False,options_first,1,A,A
11938,google/gemma-3n-e4b-it|141|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,141,belong_5,False,scenario_first,2,B,B
11939,google/gemma-3n-e4b-it|141|belong_5|False|options_first|2,google/gemma-3n-e4b-it,141,belong_5,False,options_first,2,A,A
11940,google/gemma-3n-e4b-it|142|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,142,belong_5,False,scenario_first,0,C,C
11941,google/gemma-3n-e4b-it|142|belong_5|False|options_first|0,google/gemma-3n-e4b-it,142,belong_5,False,options_first,0,B,B
11942,google/gemma-3n-e4b-it|142|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,142,belong_5,False,scenario_first,1,C,C
11943,google/gemma-3n-e4b-it|142|belong_5|False|options_first|1,google/gemma-3n-e4b-it,142,belong_5,False,options_first,1,B,B
11944,google/gemma-3n-e4b-it|142|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,142,belong_5,False,scenario_first,2,C,C
11945,google/gemma-3n-e4b-it|142|belong_5|False|options_first|2,google/gemma-3n-e4b-it,142,belong_5,False,options_first,2,B,B
11946,google/gemma-3n-e4b-it|143|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,143,belong_5,False,scenario_first,0,B,B
11947,google/gemma-3n-e4b-it|143|belong_5|False|options_first|0,google/gemma-3n-e4b-it,143,belong_5,False,options_first,0,B,B
11948,google/gemma-3n-e4b-it|143|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,143,belong_5,False,scenario_first,1,B,B
11949,google/gemma-3n-e4b-it|143|belong_5|False|options_first|1,google/gemma-3n-e4b-it,143,belong_5,False,options_first,1,B,B
11950,google/gemma-3n-e4b-it|143|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,143,belong_5,False,scenario_first,2,B,B
11951,google/gemma-3n-e4b-it|143|belong_5|False|options_first|2,google/gemma-3n-e4b-it,143,belong_5,False,options_first,2,B,B
11952,google/gemma-3n-e4b-it|144|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,144,belong_5,False,scenario_first,0,C,C
11953,google/gemma-3n-e4b-it|144|belong_5|False|options_first|0,google/gemma-3n-e4b-it,144,belong_5,False,options_first,0,D,D
11954,google/gemma-3n-e4b-it|144|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,144,belong_5,False,scenario_first,1,C,C
11955,google/gemma-3n-e4b-it|144|belong_5|False|options_first|1,google/gemma-3n-e4b-it,144,belong_5,False,options_first,1,D,D
11956,google/gemma-3n-e4b-it|144|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,144,belong_5,False,scenario_first,2,C,C
11957,google/gemma-3n-e4b-it|144|belong_5|False|options_first|2,google/gemma-3n-e4b-it,144,belong_5,False,options_first,2,D,D
11958,google/gemma-3n-e4b-it|145|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,145,belong_5,False,scenario_first,0,A,A
11959,google/gemma-3n-e4b-it|145|belong_5|False|options_first|0,google/gemma-3n-e4b-it,145,belong_5,False,options_first,0,A,A
11960,google/gemma-3n-e4b-it|145|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,145,belong_5,False,scenario_first,1,A,A
11961,google/gemma-3n-e4b-it|145|belong_5|False|options_first|1,google/gemma-3n-e4b-it,145,belong_5,False,options_first,1,A,A
11962,google/gemma-3n-e4b-it|145|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,145,belong_5,False,scenario_first,2,A,A
11963,google/gemma-3n-e4b-it|145|belong_5|False|options_first|2,google/gemma-3n-e4b-it,145,belong_5,False,options_first,2,A,A
11964,google/gemma-3n-e4b-it|146|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,146,belong_5,False,scenario_first,0,C,C
11965,google/gemma-3n-e4b-it|146|belong_5|False|options_first|0,google/gemma-3n-e4b-it,146,belong_5,False,options_first,0,C,C
11966,google/gemma-3n-e4b-it|146|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,146,belong_5,False,scenario_first,1,C,C
11967,google/gemma-3n-e4b-it|146|belong_5|False|options_first|1,google/gemma-3n-e4b-it,146,belong_5,False,options_first,1,C,C
11968,google/gemma-3n-e4b-it|146|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,146,belong_5,False,scenario_first,2,C,C
11969,google/gemma-3n-e4b-it|146|belong_5|False|options_first|2,google/gemma-3n-e4b-it,146,belong_5,False,options_first,2,C,C
11970,google/gemma-3n-e4b-it|147|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,147,belong_5,False,scenario_first,0,C,C
11971,google/gemma-3n-e4b-it|147|belong_5|False|options_first|0,google/gemma-3n-e4b-it,147,belong_5,False,options_first,0,B,B
11972,google/gemma-3n-e4b-it|147|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,147,belong_5,False,scenario_first,1,C,C
11973,google/gemma-3n-e4b-it|147|belong_5|False|options_first|1,google/gemma-3n-e4b-it,147,belong_5,False,options_first,1,B,B
11974,google/gemma-3n-e4b-it|147|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,147,belong_5,False,scenario_first,2,C,C
11975,google/gemma-3n-e4b-it|147|belong_5|False|options_first|2,google/gemma-3n-e4b-it,147,belong_5,False,options_first,2,B,B
11976,google/gemma-3n-e4b-it|148|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,148,belong_5,False,scenario_first,0,C,C
11977,google/gemma-3n-e4b-it|148|belong_5|False|options_first|0,google/gemma-3n-e4b-it,148,belong_5,False,options_first,0,C,C
11978,google/gemma-3n-e4b-it|148|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,148,belong_5,False,scenario_first,1,C,C
11979,google/gemma-3n-e4b-it|148|belong_5|False|options_first|1,google/gemma-3n-e4b-it,148,belong_5,False,options_first,1,C,C
11980,google/gemma-3n-e4b-it|148|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,148,belong_5,False,scenario_first,2,C,C
11981,google/gemma-3n-e4b-it|148|belong_5|False|options_first|2,google/gemma-3n-e4b-it,148,belong_5,False,options_first,2,C,C
11982,google/gemma-3n-e4b-it|149|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,149,belong_5,False,scenario_first,0,B,B
11983,google/gemma-3n-e4b-it|149|belong_5|False|options_first|0,google/gemma-3n-e4b-it,149,belong_5,False,options_first,0,B,B
11984,google/gemma-3n-e4b-it|149|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,149,belong_5,False,scenario_first,1,B,B
11985,google/gemma-3n-e4b-it|149|belong_5|False|options_first|1,google/gemma-3n-e4b-it,149,belong_5,False,options_first,1,B,B
11986,google/gemma-3n-e4b-it|149|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,149,belong_5,False,scenario_first,2,B,B
11987,google/gemma-3n-e4b-it|149|belong_5|False|options_first|2,google/gemma-3n-e4b-it,149,belong_5,False,options_first,2,B,B
11988,google/gemma-3n-e4b-it|150|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,150,belong_5,False,scenario_first,0,B,B
11989,google/gemma-3n-e4b-it|150|belong_5|False|options_first|0,google/gemma-3n-e4b-it,150,belong_5,False,options_first,0,B,B
11990,google/gemma-3n-e4b-it|150|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,150,belong_5,False,scenario_first,1,B,B
11991,google/gemma-3n-e4b-it|150|belong_5|False|options_first|1,google/gemma-3n-e4b-it,150,belong_5,False,options_first,1,B,B
11992,google/gemma-3n-e4b-it|150|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,150,belong_5,False,scenario_first,2,B,B
11993,google/gemma-3n-e4b-it|150|belong_5|False|options_first|2,google/gemma-3n-e4b-it,150,belong_5,False,options_first,2,B,B
11994,google/gemma-3n-e4b-it|151|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,151,belong_5,False,scenario_first,0,E,E
11995,google/gemma-3n-e4b-it|151|belong_5|False|options_first|0,google/gemma-3n-e4b-it,151,belong_5,False,options_first,0,B,B
11996,google/gemma-3n-e4b-it|151|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,151,belong_5,False,scenario_first,1,E,E
11997,google/gemma-3n-e4b-it|151|belong_5|False|options_first|1,google/gemma-3n-e4b-it,151,belong_5,False,options_first,1,B,B
11998,google/gemma-3n-e4b-it|151|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,151,belong_5,False,scenario_first,2,E,E
11999,google/gemma-3n-e4b-it|151|belong_5|False|options_first|2,google/gemma-3n-e4b-it,151,belong_5,False,options_first,2,C,C
12000,google/gemma-3n-e4b-it|152|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,152,belong_5,False,scenario_first,0,E,E
12001,google/gemma-3n-e4b-it|152|belong_5|False|options_first|0,google/gemma-3n-e4b-it,152,belong_5,False,options_first,0,C,C
12002,google/gemma-3n-e4b-it|152|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,152,belong_5,False,scenario_first,1,E,E
12003,google/gemma-3n-e4b-it|152|belong_5|False|options_first|1,google/gemma-3n-e4b-it,152,belong_5,False,options_first,1,C,C
12004,google/gemma-3n-e4b-it|152|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,152,belong_5,False,scenario_first,2,E,E
12005,google/gemma-3n-e4b-it|152|belong_5|False|options_first|2,google/gemma-3n-e4b-it,152,belong_5,False,options_first,2,C,C
12006,google/gemma-3n-e4b-it|153|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,153,belong_5,False,scenario_first,0,B,B
12007,google/gemma-3n-e4b-it|153|belong_5|False|options_first|0,google/gemma-3n-e4b-it,153,belong_5,False,options_first,0,B,B
12008,google/gemma-3n-e4b-it|153|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,153,belong_5,False,scenario_first,1,B,B
12009,google/gemma-3n-e4b-it|153|belong_5|False|options_first|1,google/gemma-3n-e4b-it,153,belong_5,False,options_first,1,B,B
12010,google/gemma-3n-e4b-it|153|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,153,belong_5,False,scenario_first,2,B,B
12011,google/gemma-3n-e4b-it|153|belong_5|False|options_first|2,google/gemma-3n-e4b-it,153,belong_5,False,options_first,2,B,B
12012,google/gemma-3n-e4b-it|154|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,154,belong_5,False,scenario_first,0,B,B
12013,google/gemma-3n-e4b-it|154|belong_5|False|options_first|0,google/gemma-3n-e4b-it,154,belong_5,False,options_first,0,B,B
12014,google/gemma-3n-e4b-it|154|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,154,belong_5,False,scenario_first,1,B,B
12015,google/gemma-3n-e4b-it|154|belong_5|False|options_first|1,google/gemma-3n-e4b-it,154,belong_5,False,options_first,1,B,B
12016,google/gemma-3n-e4b-it|154|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,154,belong_5,False,scenario_first,2,B,B
12017,google/gemma-3n-e4b-it|154|belong_5|False|options_first|2,google/gemma-3n-e4b-it,154,belong_5,False,options_first,2,B,B
12018,google/gemma-3n-e4b-it|155|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,155,belong_5,False,scenario_first,0,D,D
12019,google/gemma-3n-e4b-it|155|belong_5|False|options_first|0,google/gemma-3n-e4b-it,155,belong_5,False,options_first,0,B,B
12020,google/gemma-3n-e4b-it|155|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,155,belong_5,False,scenario_first,1,D,D
12021,google/gemma-3n-e4b-it|155|belong_5|False|options_first|1,google/gemma-3n-e4b-it,155,belong_5,False,options_first,1,B,B
12022,google/gemma-3n-e4b-it|155|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,155,belong_5,False,scenario_first,2,D,D
12023,google/gemma-3n-e4b-it|155|belong_5|False|options_first|2,google/gemma-3n-e4b-it,155,belong_5,False,options_first,2,B,B
12024,google/gemma-3n-e4b-it|156|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,156,belong_5,False,scenario_first,0,B,B
12025,google/gemma-3n-e4b-it|156|belong_5|False|options_first|0,google/gemma-3n-e4b-it,156,belong_5,False,options_first,0,B,B
12026,google/gemma-3n-e4b-it|156|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,156,belong_5,False,scenario_first,1,B,B
12027,google/gemma-3n-e4b-it|156|belong_5|False|options_first|1,google/gemma-3n-e4b-it,156,belong_5,False,options_first,1,B,B
12028,google/gemma-3n-e4b-it|156|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,156,belong_5,False,scenario_first,2,B,B
12029,google/gemma-3n-e4b-it|156|belong_5|False|options_first|2,google/gemma-3n-e4b-it,156,belong_5,False,options_first,2,B,B
12030,google/gemma-3n-e4b-it|157|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,157,belong_5,False,scenario_first,0,B,B
12031,google/gemma-3n-e4b-it|157|belong_5|False|options_first|0,google/gemma-3n-e4b-it,157,belong_5,False,options_first,0,B,B
12032,google/gemma-3n-e4b-it|157|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,157,belong_5,False,scenario_first,1,B,B
12033,google/gemma-3n-e4b-it|157|belong_5|False|options_first|1,google/gemma-3n-e4b-it,157,belong_5,False,options_first,1,B,B
12034,google/gemma-3n-e4b-it|157|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,157,belong_5,False,scenario_first,2,B,B
12035,google/gemma-3n-e4b-it|157|belong_5|False|options_first|2,google/gemma-3n-e4b-it,157,belong_5,False,options_first,2,B,B
12036,google/gemma-3n-e4b-it|158|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,158,belong_5,False,scenario_first,0,B,B
12037,google/gemma-3n-e4b-it|158|belong_5|False|options_first|0,google/gemma-3n-e4b-it,158,belong_5,False,options_first,0,B,B
12038,google/gemma-3n-e4b-it|158|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,158,belong_5,False,scenario_first,1,B,B
12039,google/gemma-3n-e4b-it|158|belong_5|False|options_first|1,google/gemma-3n-e4b-it,158,belong_5,False,options_first,1,B,B
12040,google/gemma-3n-e4b-it|158|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,158,belong_5,False,scenario_first,2,A,A
12041,google/gemma-3n-e4b-it|158|belong_5|False|options_first|2,google/gemma-3n-e4b-it,158,belong_5,False,options_first,2,B,B
12042,google/gemma-3n-e4b-it|159|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,159,belong_5,False,scenario_first,0,C,C
12043,google/gemma-3n-e4b-it|159|belong_5|False|options_first|0,google/gemma-3n-e4b-it,159,belong_5,False,options_first,0,C,C
12044,google/gemma-3n-e4b-it|159|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,159,belong_5,False,scenario_first,1,C,C
12045,google/gemma-3n-e4b-it|159|belong_5|False|options_first|1,google/gemma-3n-e4b-it,159,belong_5,False,options_first,1,C,C
12046,google/gemma-3n-e4b-it|159|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,159,belong_5,False,scenario_first,2,C,C
12047,google/gemma-3n-e4b-it|159|belong_5|False|options_first|2,google/gemma-3n-e4b-it,159,belong_5,False,options_first,2,C,C
12048,google/gemma-3n-e4b-it|160|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,160,belong_5,False,scenario_first,0,B,B
12049,google/gemma-3n-e4b-it|160|belong_5|False|options_first|0,google/gemma-3n-e4b-it,160,belong_5,False,options_first,0,C,C
12050,google/gemma-3n-e4b-it|160|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,160,belong_5,False,scenario_first,1,B,B
12051,google/gemma-3n-e4b-it|160|belong_5|False|options_first|1,google/gemma-3n-e4b-it,160,belong_5,False,options_first,1,C,C
12052,google/gemma-3n-e4b-it|160|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,160,belong_5,False,scenario_first,2,B,B
12053,google/gemma-3n-e4b-it|160|belong_5|False|options_first|2,google/gemma-3n-e4b-it,160,belong_5,False,options_first,2,C,C
12054,google/gemma-3n-e4b-it|161|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,161,belong_5,False,scenario_first,0,C,C
12055,google/gemma-3n-e4b-it|161|belong_5|False|options_first|0,google/gemma-3n-e4b-it,161,belong_5,False,options_first,0,B,B
12056,google/gemma-3n-e4b-it|161|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,161,belong_5,False,scenario_first,1,C,C
12057,google/gemma-3n-e4b-it|161|belong_5|False|options_first|1,google/gemma-3n-e4b-it,161,belong_5,False,options_first,1,B,B
12058,google/gemma-3n-e4b-it|161|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,161,belong_5,False,scenario_first,2,C,C
12059,google/gemma-3n-e4b-it|161|belong_5|False|options_first|2,google/gemma-3n-e4b-it,161,belong_5,False,options_first,2,B,B
12060,google/gemma-3n-e4b-it|162|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,162,belong_5,False,scenario_first,0,E,E
12061,google/gemma-3n-e4b-it|162|belong_5|False|options_first|0,google/gemma-3n-e4b-it,162,belong_5,False,options_first,0,C,C
12062,google/gemma-3n-e4b-it|162|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,162,belong_5,False,scenario_first,1,E,E
12063,google/gemma-3n-e4b-it|162|belong_5|False|options_first|1,google/gemma-3n-e4b-it,162,belong_5,False,options_first,1,C,C
12064,google/gemma-3n-e4b-it|162|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,162,belong_5,False,scenario_first,2,E,E
12065,google/gemma-3n-e4b-it|162|belong_5|False|options_first|2,google/gemma-3n-e4b-it,162,belong_5,False,options_first,2,C,C
12066,google/gemma-3n-e4b-it|163|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,163,belong_5,False,scenario_first,0,B,B
12067,google/gemma-3n-e4b-it|163|belong_5|False|options_first|0,google/gemma-3n-e4b-it,163,belong_5,False,options_first,0,C,C
12068,google/gemma-3n-e4b-it|163|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,163,belong_5,False,scenario_first,1,B,B
12069,google/gemma-3n-e4b-it|163|belong_5|False|options_first|1,google/gemma-3n-e4b-it,163,belong_5,False,options_first,1,C,C
12070,google/gemma-3n-e4b-it|163|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,163,belong_5,False,scenario_first,2,B,B
12071,google/gemma-3n-e4b-it|163|belong_5|False|options_first|2,google/gemma-3n-e4b-it,163,belong_5,False,options_first,2,C,C
12072,google/gemma-3n-e4b-it|164|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,164,belong_5,False,scenario_first,0,B,B
12073,google/gemma-3n-e4b-it|164|belong_5|False|options_first|0,google/gemma-3n-e4b-it,164,belong_5,False,options_first,0,D,D
12074,google/gemma-3n-e4b-it|164|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,164,belong_5,False,scenario_first,1,B,B
12075,google/gemma-3n-e4b-it|164|belong_5|False|options_first|1,google/gemma-3n-e4b-it,164,belong_5,False,options_first,1,C,C
12076,google/gemma-3n-e4b-it|164|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,164,belong_5,False,scenario_first,2,B,B
12077,google/gemma-3n-e4b-it|164|belong_5|False|options_first|2,google/gemma-3n-e4b-it,164,belong_5,False,options_first,2,D,D
12078,google/gemma-3n-e4b-it|165|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,165,belong_5,False,scenario_first,0,D,D
12079,google/gemma-3n-e4b-it|165|belong_5|False|options_first|0,google/gemma-3n-e4b-it,165,belong_5,False,options_first,0,C,C
12080,google/gemma-3n-e4b-it|165|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,165,belong_5,False,scenario_first,1,D,D
12081,google/gemma-3n-e4b-it|165|belong_5|False|options_first|1,google/gemma-3n-e4b-it,165,belong_5,False,options_first,1,C,C
12082,google/gemma-3n-e4b-it|165|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,165,belong_5,False,scenario_first,2,D,D
12083,google/gemma-3n-e4b-it|165|belong_5|False|options_first|2,google/gemma-3n-e4b-it,165,belong_5,False,options_first,2,C,C
12084,google/gemma-3n-e4b-it|166|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,166,belong_5,False,scenario_first,0,B,B
12085,google/gemma-3n-e4b-it|166|belong_5|False|options_first|0,google/gemma-3n-e4b-it,166,belong_5,False,options_first,0,A,A
12086,google/gemma-3n-e4b-it|166|belong_5|False|scenario_first|1,google/gemma-3n-e4b-it,166,belong_5,False,scenario_first,1,B,B
12087,google/gemma-3n-e4b-it|166|belong_5|False|options_first|1,google/gemma-3n-e4b-it,166,belong_5,False,options_first,1,A,A
12088,google/gemma-3n-e4b-it|166|belong_5|False|scenario_first|2,google/gemma-3n-e4b-it,166,belong_5,False,scenario_first,2,B,B
12089,google/gemma-3n-e4b-it|166|belong_5|False|options_first|2,google/gemma-3n-e4b-it,166,belong_5,False,options_first,2,A,A
12090,google/gemma-3n-e4b-it|167|belong_5|False|scenario_first|0,google/gemma-3n-e4b-it,167,belong_5,False,scenario_first,0,C,C
12091,google/gemma-3n-e4b-it|167|belong_5|False|options_first|0,google/gemma-3n-e4b-it,167,belong_5,False,options_first,0,A,A
