trial_index,trial_id,model,scenario_index,profile_id,baseline,prompt_order,repetition,raw_output,parsed_choice
3414,gemma4:e2b|569||True|scenario_first|0,gemma4:e2b,569,,True,scenario_first,0,A,A
3420,gemma4:e2b|570||True|scenario_first|0,gemma4:e2b,570,,True,scenario_first,0,C,C
3426,gemma4:e2b|571||True|scenario_first|0,gemma4:e2b,571,,True,scenario_first,0,C,C
3432,gemma4:e2b|572||True|scenario_first|0,gemma4:e2b,572,,True,scenario_first,0,C,C
3438,gemma4:e2b|573||True|scenario_first|0,gemma4:e2b,573,,True,scenario_first,0,B,B
3444,gemma4:e2b|574||True|scenario_first|0,gemma4:e2b,574,,True,scenario_first,0,D,D
3450,gemma4:e2b|575||True|scenario_first|0,gemma4:e2b,575,,True,scenario_first,0,D,D
3456,gemma4:e2b|576||True|scenario_first|0,gemma4:e2b,576,,True,scenario_first,0,C,C
3462,gemma4:e2b|577||True|scenario_first|0,gemma4:e2b,577,,True,scenario_first,0,C,C
3468,gemma4:e2b|578||True|scenario_first|0,gemma4:e2b,578,,True,scenario_first,0,D,D
3474,gemma4:e2b|579||True|scenario_first|0,gemma4:e2b,579,,True,scenario_first,0,F,F
3480,gemma4:e2b|580||True|scenario_first|0,gemma4:e2b,580,,True,scenario_first,0,C,C
3486,gemma4:e2b|581||True|scenario_first|0,gemma4:e2b,581,,True,scenario_first,0,D,D
3494,gemma4:e2b|582||True|scenario_first|1,gemma4:e2b,582,,True,scenario_first,1,C,C
3498,gemma4:e2b|583||True|scenario_first|0,gemma4:e2b,583,,True,scenario_first,0,B,B
3505,gemma4:e2b|584||True|options_first|0,gemma4:e2b,584,,True,options_first,0,D,D
3510,gemma4:e2b|585||True|scenario_first|0,gemma4:e2b,585,,True,scenario_first,0,F,F
3516,gemma4:e2b|586||True|scenario_first|0,gemma4:e2b,586,,True,scenario_first,0,C,C
3524,gemma4:e2b|587||True|scenario_first|1,gemma4:e2b,587,,True,scenario_first,1,C,C
3529,gemma4:e2b|588||True|options_first|0,gemma4:e2b,588,,True,options_first,0,D,D
3534,gemma4:e2b|589||True|scenario_first|0,gemma4:e2b,589,,True,scenario_first,0,D,D
3540,gemma4:e2b|590||True|scenario_first|0,gemma4:e2b,590,,True,scenario_first,0,C,C
3546,gemma4:e2b|591||True|scenario_first|0,gemma4:e2b,591,,True,scenario_first,0,C,C
3552,gemma4:e2b|592||True|scenario_first|0,gemma4:e2b,592,,True,scenario_first,0,C,C
3560,gemma4:e2b|593||True|scenario_first|1,gemma4:e2b,593,,True,scenario_first,1,C,C
3564,gemma4:e2b|594||True|scenario_first|0,gemma4:e2b,594,,True,scenario_first,0,C,C
3570,gemma4:e2b|595||True|scenario_first|0,gemma4:e2b,595,,True,scenario_first,0,F,F
3577,gemma4:e2b|596||True|options_first|0,gemma4:e2b,596,,True,options_first,0,D,D
3582,gemma4:e2b|597||True|scenario_first|0,gemma4:e2b,597,,True,scenario_first,0,C,C
3589,gemma4:e2b|598||True|options_first|0,gemma4:e2b,598,,True,options_first,0,E,E
3594,gemma4:e2b|599||True|scenario_first|0,gemma4:e2b,599,,True,scenario_first,0,B,B
3600,gemma4:e2b|600||True|scenario_first|0,gemma4:e2b,600,,True,scenario_first,0,B,B
3606,gemma4:e2b|601||True|scenario_first|0,gemma4:e2b,601,,True,scenario_first,0,D,D
3613,gemma4:e2b|602||True|options_first|0,gemma4:e2b,602,,True,options_first,0,E,E
3618,gemma4:e2b|603||True|scenario_first|0,gemma4:e2b,603,,True,scenario_first,0,D,D
3624,gemma4:e2b|604||True|scenario_first|0,gemma4:e2b,604,,True,scenario_first,0,B,B
3630,gemma4:e2b|605||True|scenario_first|0,gemma4:e2b,605,,True,scenario_first,0,B,B
3636,gemma4:e2b|606||True|scenario_first|0,gemma4:e2b,606,,True,scenario_first,0,C,C
3642,gemma4:e2b|607||True|scenario_first|0,gemma4:e2b,607,,True,scenario_first,0,C,C
3648,gemma4:e2b|608||True|scenario_first|0,gemma4:e2b,608,,True,scenario_first,0,B,B
3655,gemma4:e2b|609||True|options_first|0,gemma4:e2b,609,,True,options_first,0,D,D
3660,gemma4:e2b|610||True|scenario_first|0,gemma4:e2b,610,,True,scenario_first,0,B,B
3666,gemma4:e2b|611||True|scenario_first|0,gemma4:e2b,611,,True,scenario_first,0,B,B
3672,gemma4:e2b|612||True|scenario_first|0,gemma4:e2b,612,,True,scenario_first,0,D,D
3678,gemma4:e2b|613||True|scenario_first|0,gemma4:e2b,613,,True,scenario_first,0,B,B
3684,gemma4:e2b|614||True|scenario_first|0,gemma4:e2b,614,,True,scenario_first,0,B,B
3690,gemma4:e2b|615||True|scenario_first|0,gemma4:e2b,615,,True,scenario_first,0,D,D
